X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,email,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,date_updated,dis_status,POINT_X,POINT_Y
6394390.76654452,1888729.89243601,72813,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,Metropolitan Transit Authority (MTA),Tampa Metro Station,6101 Tampa Ave,,Tarzana,CA,"6:30am - 7pm (Monday - Friday)    
8:00am - 4:30pm (Saturday/Sunday)",323.GO.METRO (323.466.3876),,http://www.metro.net/around/rail/orange-line/,,,3306227,Orange Line,91335,,publish,34.18105485,-118.55309225,2023/04/04 16:19:54+00,,34.18105485,-118.55309225
6399407.10395278,1888484.35027619,72814,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,Metropolitan Transit Authority (MTA),Reseda Metro Station,6065 N. Reseda Blvd,,Tarzana,CA,"6:30am - 7pm (Monday - Friday)    
8:00am - 4:30pm (Saturday/Sunday)",323.GO.METRO (323.466.3876),,http://www.metro.net/around/rail/orange-line/,,,3306228,Orange Line,91335,,publish,34.18045485,-118.53650225,2023/04/04 16:19:54+00,,34.18045485,-118.53650225
6410280.95031528,1890448.02810736,72815,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,Metropolitan Transit Authority (MTA),Balboa Metro Station,Balboa Blvd & Victory Blvd,,Encino,CA,"6:30am - 7pm (Monday - Friday)    
8:00am - 4:30pm (Saturday/Sunday)",323.GO.METRO (323.466.3876),,http://www.metro.net/around/rail/orange-line/,,,3306229,Orange Line,91316,,publish,34.18600486,-118.50058224,2023/04/04 16:19:54+00,,34.18600486,-118.50058224
6415250.32456286,1890536.50299601,72816,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,Metropolitan Transit Authority (MTA),Woodley Metro Station,6381 N. Woodley Ave.,,Van Nuys,CA,"6:30am - 7pm (Monday - Friday)    
8:00am - 4:30pm (Saturday/Sunday)",323.GO.METRO (323.466.3876),,http://www.metro.net/around/rail/orange-line/,,,3306230,Orange Line,91406,,publish,34.18631486,-118.48415224,2023/04/04 16:19:54+00,,34.18631486,-118.48415224
6419895.35464285,1888527.4699406,72817,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,Metropolitan Transit Authority (MTA),Sepulveda Metro Station,15430 W. Erwin St,,Van Nuys,CA,"6:30am - 7pm (Monday - Friday)    
8:00am - 4:30pm (Saturday/Sunday)",323.GO.METRO (323.466.3876),,http://www.metro.net/around/rail/orange-line/,,,3306231,Orange Line,91411,,publish,34.18085486,-118.46876224,2023/04/04 16:19:54+00,,34.18085486,-118.46876224
6426128.08069444,1888357.11365402,72818,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,Metropolitan Transit Authority (MTA),Van Nuys Metro Station,6060 Van Nuys Blvd,,Van Nuys,CA,"6:30am - 7pm (Monday - Friday)    
8:00am - 4:30pm (Saturday/Sunday)",323.GO.METRO (323.466.3876),,http://www.metro.net/around/rail/orange-line/,,,3306232,Orange Line,91411,,publish,34.18046486,-118.44815223,2023/04/04 16:19:54+00,,34.18046486,-118.44815223
6431702.8812246,1887797.80571751,72819,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,Metropolitan Transit Authority (MTA),Woodman Metro Station,13622 W. Oxnard St,,Sherman Oaks,CA,"6:30am - 7pm (Monday - Friday)    
8:00am - 4:30pm (Saturday/Sunday)","323.GO.METRO (323.466.3876)
",,http://www.metro.net/around/rail/orange-line/,,,3306233,Orange Line,91401,,publish,34.17899486,-118.42971223,2023/04/04 16:19:54+00,,34.17899486,-118.42971223
6433996.50623053,1885156.9353431,72820,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,Metropolitan Transit Authority (MTA),Valley College Metro Station,13240 W. Burbank Blvd.,,Sherman Oaks,CA,"Bus & Rail Transit Information: 323.GO.METRO (323.466.3876)
6:30am - 7pm (Monday - Friday)    
8:00am - 4:30pm (Saturday/Sunday)",,,http://www.metro.net/around/rail/orange-line/,,,3306234,Orange Line,91401,,publish,34.17176486,-118.42209223,2023/04/04 16:19:54+00,,34.17176486,-118.42209223
6447470.85264136,1884029.77453968,72821,Metropolitan Transportation Authority (MTA),80000043,Transportation,Metro Stations,,Metropolitan Transit Authority (MTA),North Hollywood Metro Station,Lankershim Blvd & Chandler Blvd,,North Hollywood,CA,,,,http://www.metro.net/around/rail/red-line/,,,3306235,Orange Line,91601,,publish,34.16881486,-118.37753222,2023/04/04 16:19:54+00,,34.16881486,-118.37753222
6441565.92941186,1883961.54534544,72822,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,Metropolitan Transit Authority (MTA),Laurel Canyon Metro Station,5371 Laurel Canyon Blvd,,North Hollywood,CA,"6:30am - 7pm (Monday - Friday)    
8:00am - 4:30pm (Saturday/Sunday)",323.GO.METRO (323.466.3876),,http://www.metro.net/around/rail/orange-line/,,,3306236,Orange Line,91607,,publish,34.16856486,-118.39705222,2023/04/04 16:19:54+00,,34.16856486,-118.39705222
6381301.23498087,1892555.13806635,72823,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Canoga Metro Station North-South,,,,,,,,,,,3306237,Orange Line,,,publish,34.19136029,-118.59644547,2023/04/04 16:19:54+00,,34.19136029,-118.59644547
6381108.36988102,1895885.28199661,72824,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Sherman Way Metro Station,,,,,,,,,,,3306238,Orange Line,,,publish,34.20050779,-118.59714864,2023/04/04 16:19:54+00,,34.20050779,-118.59714864
6381179.43994886,1902751.24693918,72825,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Roscoe Metro Station South Bound,,,,,,,,,,,3306239,Orange Line,,,publish,34.21937541,-118.59704848,2023/04/04 16:19:54+00,,34.21937541,-118.59704848
6381186.56230994,1903150.11031468,72826,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Roscoe Metro Station North Bound,,,,,,,,,,,3306240,Orange Line,,,publish,34.22047153,-118.59703276,2023/04/04 16:19:54+00,,34.22047153,-118.59703276
6381169.47572994,1908432.24771626,72827,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Nordhoff Metro Station South Bound,,,,,,,,,,,3306241,Orange Line,,,publish,34.23498563,-118.59719309,2023/04/04 16:19:54+00,,34.23498563,-118.59719309
6381171.60367844,1908772.75294077,72828,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Nordhoff Metro Station North Bound,,,,,,,,,,,3306242,Orange Line,,,publish,34.23592131,-118.59719274,2023/04/04 16:19:54+00,,34.23592131,-118.59719274
6380545.92546786,1914699.67284544,72829,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Chatsworth Metro Station,,,,,,,,,,,3306243,Orange Line,,,publish,34.2521972,-118.59937972,2023/04/04 16:19:54+00,,34.2521972,-118.59937972
6460131.51596828,1830720.76567236,72830,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Expo/Crenshaw Station,,,,,,,,,,,3306244,K Line,,,publish,34.02245314,-118.33509015,2023/04/04 16:19:54+00,,34.02245314,-118.33509015
6460038.76385719,1826249.71687168,72831,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Martin Luther King Jr Station,,,,,,,,,,,3306245,K Line,,,publish,34.01016656,-118.33534702,2023/04/04 16:19:54+00,,34.01016656,-118.33534702
6460844.9705781,1824214.51720193,72832,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Leimert Park Station,,,,,,,,,,,3306246,K Line,,,publish,34.00458152,-118.33266463,2023/04/04 16:19:54+00,,34.00458152,-118.33266463
6461379.77823552,1818283.80826285,72833,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Hyde Park Station,,,,,,,,,,,3306247,K Line,,,publish,33.98828975,-118.33083568,2023/04/04 16:19:54+00,,33.98828975,-118.33083568
6459789.28699394,1813556.09855819,72834,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Fairview Heights Station,,,,,,,,,,,3306248,K Line,,,publish,33.97528429,-118.33603018,2023/04/04 16:19:54+00,,33.97528429,-118.33603018
6455121.36916444,1810666.08891827,72835,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Downtown Inglewood Station,,,,,,,,,,,3306249,K Line,,,publish,33.96729917,-118.35139274,2023/04/04 16:19:54+00,,33.96729917,-118.35139274
6448121.24044819,1808770.44375944,72836,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Westchester/Veterans Station,,,,,,,,,,,3306250,K Line,,,publish,33.96202081,-118.37445529,2023/04/04 16:19:54+00,,33.96202081,-118.37445529
6446828.32374269,1804264.32121003,72837,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,LAX/Metro Transit Center Station,,,,,,,,,,,3306251,K Line,,,publish,33.94962547,-118.37866297,2023/04/04 16:19:54+00,,33.94962547,-118.37866297
6446810.87036553,1802827.82408302,72838,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Aviation/Century Station,,,,,,,,,,,3306252,K Line,,,publish,33.94567805,-118.37870267,2023/04/04 16:19:54+00,,33.94567805,-118.37870267
6447223.24125995,1796987.75275794,72839,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Aviation/LAX Station,,,,,,,,,,,3306253,K Line,,,publish,33.92963484,-118.37727079,2023/04/04 16:19:54+00,,33.92963484,-118.37727079
6485578.69046752,1842400.28201143,72840,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Grand Av Arts/Bunker Hill,,,,,,,,,,,3306254,Regional Connector,,,publish,34.05475059,-118.2512082,2023/04/04 16:19:54+00,,34.05475059,-118.2512082
6487103.43938653,1841409.6803181,72841,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Historic Broadway,,,,,,,,,,,3306255,Regional Connector,,,publish,34.05203893,-118.24616642,2023/04/04 16:19:54+00,,34.05203893,-118.24616642
6489336.01005261,1840240.93199943,72842,Metropolitan Transportation Authority (MTA),,Transportation,Metro Stations,,,Little Tokyo/Arts District,,,,,,,,,,,3306256,Regional Connector,,,publish,34.04884218,-118.23878694,2023/04/04 16:19:54+00,,34.04884218,-118.23878694
